census_tract_GEOID,total-households,total-renter-occupied-households,total-owner-occupied-households,total-owner-occupied-households-mortgage,median-gross-rent,median-household-income,median-property-value,median-monthly-housing-cost,pct-white,pct-af-am,pct-hispanic,pct-am-indian,pct-asian,pct-nh-pi,pct-multiple,pct-other,pct-below-poverty-level,households-children,single-parent-household,older-adult-alone,level-of-education,immigrant-status,english-fluency,drive-to-work,public-transport-to-work,vacant-properties,live-in-mobile-home,pct-renter-occupied,pct-owner-occupied,pct-owner-occupied-mortgage,pct-owner-occupied-without-mortgage,median-house-age,pct-non-white,pct-without-health-insurance,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,county_GEOID,county,state
12086009904,959,618,341,250,1128,38163,191200,1468,67,809,156,12,0,0,43,28,-888888888,113,0,216,141,627,1872,1094,39,96,0,64.44212722,35.55787278,26.06882169,9.489051095,49,33,17.52921536,31,10.33333333,21,7,,,14,28,0.5,12,24,0.5,5,11,0.4545454545,4,12,5,,,,2.8,1.6,4.8,2,,,,,1.67206041,1.202652638,1.145675611,1.996927803,0.5961538462,1.109666681,12086,Miami-Dade County,Florida
12086010201,1138,123,1015,814,-666666666,80000,350000,1748,910,113,855,8,0,0,39,68,-888888888,446,0,49,398,1597,1326,1804,11,82,2,10.80843585,89.19156415,71.52899824,17.66256591,20,-810,14.38275943,12,4,76,25.33333333,,,2,7,0.2857142857,5,11,0.4545454545,5,16,0.3125,40,14,22,,,,3.112203112,4.914004914,1.71990172,2.702702703,,,,,3.25203252,1.336749744,2.228253431,3.13055852,0.1363636364,1.739610454,12086,Miami-Dade County,Florida
12086010704,2871,1229,1642,1310,1413,46432,239300,1559,1839,878,1745,0,48,0,106,0,-888888888,720,12,165,576,2383,4197,3645,130,272,21,42.80738419,57.19261581,45.6287008,11.56391501,29,-1739,19.88435315,63,21,124,41.33333333,4,1.333333333,15,20,0.75,27,46,0.5869565217,21,43,0.488372093,51,39,34,1,2,1,3.155216285,3.893129771,2.977099237,2.595419847,0.08120178644,0.06090133983,0.1218026797,0.06090133983,1.708706265,1.35522471,1.170784909,2.455034791,0.3368983957,1.364230746,12086,Miami-Dade County,Florida
12086004703,1826,1021,805,558,1138,56090,377600,2353,1747,16,1490,0,41,0,11,11,-888888888,393,49,255,364,1985,1133,2342,95,125,0,55.91456736,44.08543264,30.55859803,13.52683461,63,-1647,14.60610629,11,3.666666667,30,10,3,1.5,5,6,0.8333333333,2,9,0.2222222222,4,10,0.4,16,8,6,2,1,0,1.792114695,2.867383513,1.433691756,1.075268817,0.1863354037,0.248447205,0.1242236025,0,0.3591250408,0.7697469522,0.2460681434,0.8655267047,0.2682926829,0.4809618775,12086,Miami-Dade County,Florida
12086005001,2294,894,1400,743,1553,34975,263900,1748,2128,52,2238,0,36,0,40,38,-888888888,372,48,287,522,3516,390,3182,105,106,54,38.97122929,61.02877071,32.38884045,28.63993025,65,-2028,24.42728106,24,8,54,18,1,1,11,15,0.7333333333,7,18,0.3888888889,6,13,0.4615384615,19,21,14,0,0,1,2.422611036,2.557200538,2.826379542,1.884253028,0.07142857143,0,0,0.07142857143,0.8948545861,1.040556984,0.6131435616,1.588271228,0.3076923077,0.8825815629,12086,Miami-Dade County,Florida
12086005801,2471,1079,1392,771,1446,44952,317000,1705,2310,101,2364,0,24,0,12,24,-888888888,326,43,413,372,3769,425,3910,84,228,4,43.66653177,56.33346823,31.20194253,25.1315257,68,-2210,13.434089,24,8,38,12.66666667,1,1,9,13,0.6923076923,12,15,0.8,3,11,0.2727272727,18,13,7,0,1,0,1.642888024,2.33463035,1.68612192,0.9079118029,0.07183908046,0,0.07183908046,0,0.7414272475,0.7056512916,0.508017001,1.117117117,0.3870967742,0.6207673815,12086,Miami-Dade County,Florida
12086006001,2104,335,1769,973,2205,93214,361700,2120,1995,13,1678,0,39,0,57,0,-888888888,218,72,90,553,2505,646,2701,73,0,23,15.92205323,84.07794677,46.24524715,37.83269962,66,-1895,7.555886736,11,3.666666667,55,18.33333333,3,1.5,3,9,0.3333333333,5,9,0.5555555556,3,6,0.5,25,19,11,1,0,2,1.88420692,2.569373073,1.952723535,1.130524152,0.08479366874,0.05652911249,0,0.113058225,1.094527363,0.809302294,0.7499569384,1.681957187,0.1666666667,0.9346416257,12086,Miami-Dade County,Florida
12086006101,1904,340,1564,861,2783,107500,609000,2987,1810,7,1359,0,20,0,67,0,-888888888,515,43,299,263,1955,1007,1966,20,196,0,17.85714286,82.14285714,45.22058824,36.92226891,73,-1710,5.953051643,19,6.333333333,55,18.33333333,,,5,10,0.5,12,21,0.5714285714,2,5,0.4,15,25,15,,,,2.129307007,1.742160279,2.903600465,1.742160279,,,,,1.862745098,0.9145773892,1.276330458,2.053844019,0.2567567568,1.141294278,12086,Miami-Dade County,Florida
12086006102,2375,541,1834,764,3266,133869,841200,3675,2289,37,1500,0,30,0,19,0,-888888888,341,62,483,304,1994,1582,2113,52,453,13,22.77894737,77.22105263,32.16842105,45.05263158,63,-2189,4.757677969,4,2,35,11.66666667,5,2.5,3,5,0.6,1,2,0.5,0,4,0,8,15,12,0,4,1,1.527050611,1.047120419,1.963350785,1.570680628,0.1363140676,0,0.2181025082,0.05452562704,0.3696857671,0.6558969449,0.2533042256,1.047254151,0.1463414634,0.5819454441,12086,Miami-Dade County,Florida
12086006402,1339,894,445,190,1262,40809,411000,2531,1238,26,1221,0,0,0,43,32,-888888888,182,25,200,396,1466,443,1535,173,183,0,66.76624347,33.23375653,14.1896938,19.04406273,71,-1138,25.52976791,60,20,22,7.333333333,1,1,24,38,0.6315789474,21,52,0.4038461538,15,33,0.4545454545,8,4,10,1,0,0,3.859649123,4.210526316,2.105263158,5.263157895,0.2247191011,0.2247191011,0,0,2.237136465,1.657791857,1.532858904,2.521525215,0.7317073171,1.401178606,12086,Miami-Dade County,Florida
12086006900,2508,1307,1201,579,1331,47000,413800,1848,2448,25,1974,0,0,0,18,17,-888888888,259,79,404,330,2150,832,2742,140,289,0,52.11323764,47.88676236,23.0861244,24.80063796,68,-2348,19.66917293,11,3.666666667,41,13.66666667,5,1.666666667,4,9,0.4444444444,4,7,0.5714285714,3,5,0.6,21,8,12,2,1,2,2.36039148,3.626943005,1.381692573,2.07253886,0.1387732445,0.1665278934,0.08326394671,0.1665278934,0.2805406784,1.013832514,0.1922230867,0.9190526688,0.2115384615,0.5107055562,12086,Miami-Dade County,Florida
12086007300,1579,253,1326,805,2070,168490,1104700,4001,1484,39,594,0,56,0,0,0,-888888888,412,58,222,70,795,1886,1566,3,230,0,16.02279924,83.97720076,50.98163395,32.99556681,69,-1384,9.300205152,1,1,37,12.33333333,2,1,0,1,0,1,2,0.5,0,1,0,21,12,4,1,1,0,1.532091097,2.608695652,1.49068323,0.4968944099,0.0754147813,0.0754147813,0.0754147813,0,0.395256917,0.6580619286,0.2708252688,1.260239445,0.075,0.7002985887,12086,Miami-Dade County,Florida
12086008305,1708,671,1037,671,1444,92500,597600,3091,1483,105,941,0,21,0,23,76,-888888888,460,28,209,518,1309,1846,2299,50,165,12,39.28571429,60.71428571,39.28571429,21.42857143,43,-1383,3.420843278,9,4.5,33,11,2,1,4,16,0.25,5,13,0.3846153846,0,11,0,10,16,7,1,0,1,1.639344262,1.490312966,2.384500745,1.043219076,0.09643201543,0.09643201543,0,0.09643201543,0.6706408346,0.7041291792,0.4595150053,1.154992548,0.2903225806,0.6418142636,12086,Miami-Dade County,Florida
12086000113,3777,1745,2032,866,2150,61991,376100,2087,3406,181,1565,0,66,0,18,106,-888888888,473,139,848,316,2894,2440,2998,78,2711,14,46.20068838,53.79931162,22.92824993,30.87106169,26,-3306,7.243283957,43,14.33333333,32,10.66666667,10,3.333333333,15,36,0.4166666667,16,42,0.380952381,12,19,0.6315789474,17,11,4,4,3,3,1.231716705,1.963048499,1.270207852,0.4618937644,0.1640419948,0.1968503937,0.1476377953,0.1476377953,0.8213944604,0.5290454803,0.5628095701,0.9574875527,0.5733333333,0.5320633188,12086,Miami-Dade County,Florida
12086000115,1016,484,532,239,1534,72879,1142900,4001,982,21,476,0,10,0,0,3,-888888888,174,16,167,232,891,482,990,95,1557,0,47.63779528,52.36220472,23.52362205,28.83858268,46,-882,10.35753778,1,1,9,4.5,,,0,1,0,0,0,0,1,1,1,0,3,6,,,,1.882845188,0,1.255230126,2.510460251,,,,,0.2066115702,0.8087174046,0.1415677542,0.7607192254,0.1818181818,0.4227217311,12086,Miami-Dade County,Florida
12086000707,2029,786,1243,611,1448,41085,211600,1333,2000,9,2000,0,11,0,0,9,-888888888,372,46,217,427,3086,409,2259,175,21,0,38.73829473,61.26170527,30.11335633,31.14834894,46,-1900,16.77124929,23,7.666666667,53,17.66666667,2,1,7,8,0.875,7,11,0.6363636364,9,19,0.4736842105,28,13,12,1,0,1,2.891434806,4.582651391,2.127659574,1.963993453,0.08045052293,0.08045052293,0,0.08045052293,0.9754028838,1.241925606,0.668334283,1.813409687,0.3026315789,1.007688062,12086,Miami-Dade County,Florida
12086001005,825,594,231,108,952,30886,221400,1804,81,711,101,0,0,0,0,33,-888888888,47,45,265,125,397,1471,597,26,53,0,72,28,13.09090909,14.90909091,56,19,12.26034309,80,26.66666667,15,7.5,2,1,25,29,0.8620689655,23,37,0.6216216216,32,52,0.6153846154,13,2,0,1,1,0,6.944444444,12.03703704,1.851851852,0,0.4329004329,0.4329004329,0.4329004329,0,4.489337823,2.98276944,3.07604009,4.867046534,0.7804878049,2.704554147,12086,Miami-Dade County,Florida
12086001203,2888,2207,681,444,1284,37259,316700,1601,1330,1323,1037,0,66,0,55,114,-888888888,480,147,371,626,2207,2068,3255,184,365,42,76.41966759,23.58033241,15.37396122,8.206371191,56,-1230,23.76512097,128,42.66666667,54,18,3,1.5,55,86,0.6395348837,52,97,0.5360824742,21,46,0.4565217391,23,18,13,2,0,1,4.054054054,5.18018018,4.054054054,2.927927928,0.2202643172,0.2936857562,0,0.1468428781,1.933242713,1.74129243,1.324634573,2.288444612,0.7032967033,1.271658761,12086,Miami-Dade County,Florida
12086001204,2581,1214,1367,655,1329,48693,262300,1943,2060,320,1330,0,77,0,77,47,-888888888,341,132,614,494,1445,2099,2401,87,574,0,47.03603255,52.96396745,25.37776056,27.5862069,48,-1960,17.04067321,66,22,84,28,10,3.333333333,25,34,0.7352941176,19,36,0.5277777778,22,40,0.55,33,22,29,1,5,4,4.27480916,5.038167939,3.358778626,4.427480916,0.2438429651,0.07315288954,0.3657644477,0.2926115582,1.812191104,1.836110898,1.241691471,2.675227394,0.44,1.486588898,12086,Miami-Dade County,Florida
12086001301,2896,2148,748,278,1087,32365,397200,2534,1496,1205,1145,55,39,0,0,101,-888888888,142,58,814,224,1120,1855,2314,240,138,55,74.17127072,25.82872928,9.599447514,16.22928177,47,-1396,25.33537754,204,68,26,8.666666667,5,1.666666667,79,122,0.6475409836,52,109,0.4770642202,73,135,0.5407407407,10,7,9,1,2,2,3.117505995,3.597122302,2.517985612,3.237410072,0.2228163993,0.1336898396,0.2673796791,0.2673796791,3.165735568,1.339027432,2.169123801,3.160208849,0.8869565217,1.756086754,12086,Miami-Dade County,Florida
12086002300,1680,758,922,409,1000,34138,162200,1092,227,1213,498,0,19,0,0,221,-888888888,119,71,317,363,812,3039,1625,221,391,0,45.11904762,54.88095238,24.3452381,30.53571429,67,-127,18.69830996,97,32.33333333,71,23.66666667,35,11.66666667,34,48,0.7083333333,35,50,0.7,28,46,0.6086956522,21,23,27,14,14,7,5.786471068,5.134474328,5.623471883,6.601466993,1.265365148,1.518438178,1.518438178,0.7592190889,4.265611258,2.485398105,2.922745348,4.798628963,0.5773809524,2.666535398,12086,Miami-Dade County,Florida
12086003004,1962,1885,77,77,986,20904,128200,879,1547,336,1629,0,17,0,45,17,-888888888,142,205,511,168,1496,1607,1104,135,258,0,96.07543323,3.924566769,3.924566769,0,44,-1447,24.08193855,41,13.66666667,11,3.666666667,2,1,14,22,0.6363636364,13,25,0.52,14,37,0.3783783784,7,2,2,1,0,1,4.761904762,9.090909091,2.597402597,2.597402597,1.298701299,1.298701299,0,1.298701299,0.7250221043,2.045327616,0.496776395,0.8834522596,0.7884615385,0.4909228741,12086,Miami-Dade County,Florida
12086003906,956,43,913,524,1769,219375,1774600,4001,894,0,305,0,6,0,14,42,-888888888,347,13,59,86,522,1378,971,5,261,0,4.49790795,95.50209205,54.81171548,40.69037657,74,-794,9.111918125,1,1,20,6.666666667,1,1,0,0,0,1,2,0.5,0,1,0,3,8,9,1,0,0,1.272264631,0.572519084,1.526717557,1.717557252,0.1095290252,0.1095290252,0,0,2.325581395,0.5464615767,1.593460303,1.352145797,0.1304347826,0.7513697469,12086,Miami-Dade County,Florida
12086004901,1444,1361,83,60,1137,29590,86900,-666666666,1359,71,1350,0,0,0,14,0,-888888888,222,94,148,277,1282,339,1501,68,122,0,94.25207756,5.747922438,4.155124654,1.592797784,48,-1259,24.54712523,26,8.666666667,,,,,6,12,0.5,7,26,0.2692307692,13,39,0.3333333333,,,,,,,,,,,,,,,0.6367866765,,0.4363185448,,,,12086,Miami-Dade County,Florida
12086005501,2404,1273,1131,555,1136,36823,247200,1936,2253,35,2341,0,52,0,31,33,-888888888,442,69,210,682,3072,303,2543,161,43,0,52.95341098,47.04658902,23.08652246,23.96006656,63,-2153,15.73096947,42,14,15,5,5,2.5,16,27,0.5925925926,15,27,0.5555555556,11,23,0.4782608696,5,2,8,2,3,0,0.9009009009,0.9009009009,0.3603603604,1.441441441,0.2210433245,0.1768346596,0.2652519894,0,1.099764336,0.3869538733,0.7535452492,1.039387309,0.7368421053,0.5775739427,12086,Miami-Dade County,Florida
12086005701,2317,942,1375,674,984,35840,268500,1739,2300,0,2181,0,0,0,17,0,-888888888,190,84,406,386,3022,482,2635,98,36,15,40.65602072,59.34397928,29.08933966,30.25463962,63,-2200,19.87943161,24,8,64,21.33333333,5,2.5,14,19,0.7368421053,6,10,0.6,4,8,0.5,28,30,6,3,2,0,3.165182987,4.154302671,4.451038576,0.8902077151,0.1818181818,0.2181818182,0.1454545455,0,0.8492569002,1.359505596,0.5819005776,1.815181518,0.2727272727,1.008672646,12086,Miami-Dade County,Florida
12086000712,829,607,222,110,1177,31103,284800,1500,763,17,829,0,0,0,0,49,-888888888,81,16,94,142,730,171,1076,18,39,12,73.22074789,26.77925211,13.26899879,13.51025332,54,-663,29.46682947,34,11.33333333,3,3,,,11,15,0.7333333333,8,9,0.8888888889,15,21,0.7142857143,3,0,0,,,,2.727272727,2.727272727,0,0,,,,,1.867105986,1.171414907,1.279318486,1.9990702,0.7906976744,1.110857183,12086,Miami-Dade County,Florida
12086000805,1684,767,917,422,1219,31219,235400,1603,1552,0,1659,0,0,0,19,113,-888888888,244,80,207,201,2541,295,2034,36,87,0,45.54631829,54.45368171,25.05938242,29.39429929,63,-1452,23.2054561,24,8,18,6,2,1,12,13,0.9230769231,5,7,0.7142857143,7,16,0.4375,5,6,7,1,1,0,1.421800948,1.184834123,1.421800948,1.658767773,0.1090512541,0.1090512541,0.1090512541,0,1.043024772,0.610690236,0.7146679845,1.17746005,0.5714285714,0.6542991608,12086,Miami-Dade County,Florida
12086000806,1660,1304,356,203,989,25369,209100,1607,1494,97,1652,0,0,0,0,69,-888888888,160,148,297,151,2002,244,1653,54,34,0,78.55421687,21.44578313,12.22891566,9.21686747,53,-1394,22.10290828,47,15.66666667,20,6.666666667,,,12,15,0.8,19,21,0.9047619048,16,28,0.5714285714,8,5,7,,,,3.28407225,3.9408867,2.463054187,3.448275862,,,,,1.201431493,1.41057077,0.8232063578,1.481973015,0.7014925373,0.8235130352,12086,Miami-Dade County,Florida
12086000807,1561,1448,113,45,927,21757,273600,1338,1461,17,1531,0,18,0,22,43,-888888888,87,177,255,88,1409,347,1117,103,21,0,92.76105061,7.238949391,2.882767457,4.356181935,53,-1361,27.02286155,31,10.33333333,,,1,1,9,12,0.75,9,12,0.75,13,22,0.5909090909,,,,0,1,0,,,,,0.8849557522,0,0.8849557522,0,0.7136279926,,0.4889692871,,,,12086,Miami-Dade County,Florida
12086000808,1371,948,423,195,1008,33060,249800,1629,1287,46,1308,0,0,0,17,21,-888888888,144,95,202,299,1532,326,1709,104,57,0,69.14660832,30.85339168,14.22319475,16.63019694,54,-1187,35.63078422,9,3,8,2.666666667,1,1,3,3,1,5,5,1,1,7,0.1428571429,4,1,3,0,1,0,1.367521368,2.051282051,0.5128205128,1.538461538,0.2364066194,0,0.2364066194,0,0.3164556962,0.5873761358,0.2168316235,0.4957713619,0.5294117647,0.2754936662,12086,Miami-Dade County,Florida
12086001205,1061,211,850,587,1168,105625,579900,3061,965,64,364,0,0,0,16,16,-888888888,328,44,94,112,572,1466,1229,19,80,16,19.88689915,80.11310085,55.32516494,24.78793591,68,-865,12.07697412,2,1,30,10,4,2,1,1,1,1,1,1,0,1,0,8,8,14,1,0,3,1.703577513,1.36286201,1.36286201,2.385008518,0.2352941176,0.1176470588,0,0.3529411765,0.4739336493,0.7317185678,0.3247336162,1.378446115,0.09090909091,0.7659844902,12086,Miami-Dade County,Florida
12086001603,1073,307,766,311,1048,53281,234600,1559,927,21,1055,0,0,0,20,105,-888888888,162,54,128,150,1530,311,1257,24,32,0,28.61136999,71.38863001,28.98415657,42.40447344,70,-827,24.13686806,5,1.666666667,23,7.666666667,1,1,3,3,1,1,2,0.5,1,3,0.3333333333,9,12,2,1,0,0,2.465166131,2.893890675,3.8585209,0.6430868167,0.1305483029,0.1305483029,0,0,0.542888165,1.058835197,0.3719804181,1.510248112,0.1785714286,0.8392251373,12086,Miami-Dade County,Florida
12086001605,1700,1598,102,85,895,17127,121500,928,1510,119,1675,0,0,0,0,71,-888888888,28,121,533,238,1466,219,1091,8,106,0,94,6,5,1,48,-1410,27.30402542,14,4.666666667,1,1,,,6,7,0.8571428571,6,10,0.6,2,9,0.2222222222,0,0,1,,,,1.176470588,0,0,1.176470588,,,,,0.2920317063,0.5053162345,0.2000966004,0.3367003367,0.8235294118,0.1870999765,12086,Miami-Dade County,Florida
12086003602,3200,2792,408,311,971,24467,216500,1270,2917,171,2805,8,0,0,16,88,-888888888,242,328,554,229,1984,978,2053,688,730,14,87.25,12.75,9.71875,3.03125,47,-2817,26.81378912,121,40.33333333,13,4.333333333,3,1.5,51,71,0.7183098592,33,53,0.6226415094,37,62,0.5967741935,5,6,2,2,1,0,1.39335477,1.607717042,1.92926045,0.6430868167,0.3676470588,0.4901960784,0.2450980392,0,1.444603629,0.5984720676,0.9898249707,1.439467182,0.9029850746,0.7998930996,12086,Miami-Dade County,Florida
12086002600,2588,2148,440,233,1257,43611,284300,1698,1735,299,1879,0,39,0,102,413,-888888888,410,48,378,459,1680,1308,1802,428,600,0,82.9984544,17.0015456,9.00309119,7.998454405,19,-1635,20.79715302,86,28.66666667,21,7,3,1.5,38,55,0.6909090909,29,72,0.4027777778,19,43,0.4418604651,3,11,7,1,0,2,3.004291845,1.287553648,4.721030043,3.004291845,0.3409090909,0.2272727273,0,0.4545454545,1.334574798,1.290399826,0.9144345436,1.497970041,0.8037383178,0.8324023733,12086,Miami-Dade County,Florida
12086002800,381,348,33,8,945,30145,648800,-666666666,131,155,212,0,9,0,15,71,-888888888,43,7,81,37,215,456,259,77,130,0,91.33858268,8.661417323,2.099737533,6.56167979,47,-31,32.77931671,66,22,1,1,2,2,19,22,0.8636363636,17,29,0.5862068966,30,47,0.6382978723,1,0,0,0,0,2,12.5,12.5,0,0,6.060606061,0,0,6.060606061,6.32183908,5.368984991,4.331647834,6.460674157,0.9565217391,3.590112189,12086,Miami-Dade County,Florida
12086003801,2433,1298,1135,579,1774,78222,364000,2686,2023,116,1079,53,48,0,24,169,-888888888,415,25,543,300,1427,2044,1950,62,558,34,53.34977394,46.65022606,23.79778052,22.85244554,57,-1923,5.544147844,18,6,13,4.333333333,2,1,9,13,0.6923076923,5,10,0.5,4,18,0.2222222222,4,5,4,1,0,1,0.7484168106,0.6908462867,0.8635578584,0.6908462867,0.08810572687,0.08810572687,0,0.08810572687,0.4622496148,0.3214590899,0.3167278568,0.5505238856,0.5806451613,0.305918928,12086,Miami-Dade County,Florida
12086004702,2121,1129,992,558,1122,51012,351400,2020,2002,20,1589,0,35,0,0,64,-888888888,343,28,314,490,2095,1153,2773,39,182,11,53.22960868,46.77039132,26.30834512,20.4620462,63,-1902,14.09548555,13,4.333333333,37,12.33333333,5,1.666666667,7,11,0.6363636364,1,12,0.08333333333,5,9,0.5555555556,20,12,5,3,1,1,2.210274791,3.584229391,2.150537634,0.8960573477,0.1680107527,0.3024193548,0.1008064516,0.1008064516,0.3838204901,0.9493545744,0.2629891672,0.987947046,0.26,0.5489892612,12086,Miami-Dade County,Florida
12086014000,90,90,0,0,2041,97679,-666666666,-666666666,72,0,90,0,0,0,0,18,-888888888,15,0,0,0,61,6,132,0,39,19,100,0,0,0,11,28,15.06410256,0,,1,1,,,0,0,0,0,0,0,0,1,0,0,1,0,,,,inf,,inf,,,,,,,inf,,,,,12086,Miami-Dade County,Florida
12086013800,2158,1428,730,511,1350,44045,163500,886,2045,53,2158,0,0,0,41,19,-888888888,675,0,168,290,3080,388,3063,12,33,0,66.17238184,33.82761816,23.67933272,10.14828545,36,-1945,21.78764388,25,8.333333333,35,11.66666667,,,8,11,0.7272727273,8,16,0.5,9,18,0.5,19,9,7,,,,2.283105023,3.718199609,1.761252446,1.369863014,,,,,0.58356676,0.9806365281,0.3998529004,1.031459515,0.4166666667,0.5731685716,12086,Miami-Dade County,Florida
12086014100,0,0,0,0,-666666666,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,-888888888,0,0,0,7,237,1490,0,0,0,0,,,,,666668687,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12086,Miami-Dade County,Florida
12086014200,1319,88,1231,789,1956,85179,339800,1968,1242,19,1264,0,11,0,27,20,-888888888,388,33,32,381,2441,312,2013,9,56,0,6.671721001,93.328279,59.81804397,33.51023503,28,-1142,7.23136299,4,1.333333333,31,10.33333333,1,1,2,5,0.4,1,6,0.1666666667,1,4,0.25,11,14,6,0,1,0,1.309674694,1.394169835,1.774397972,0.7604562738,0.08123476848,0,0.08123476848,0,1.515151515,0.5625299019,1.03816353,1.330292664,0.1142857143,0.7392262469,12086,Miami-Dade County,Florida
12086014300,996,87,909,630,2337,86324,377100,2150,944,0,949,6,23,0,23,0,-888888888,256,24,64,314,1869,193,1528,0,13,0,8.734939759,91.26506024,63.25301205,28.01204819,27,-844,5.834542816,5,2.5,12,4,,,1,2,0.5,4,4,1,0,2,0,2,7,3,,,,0.6349206349,0.3174603175,1.111111111,0.4761904762,,,,,2.873563218,0.2727103488,1.968930834,0.9065550907,0.3846153846,0.5037608154,12086,Miami-Dade County,Florida
12086014400,1285,338,947,626,1798,70165,283700,1651,1218,14,1208,0,19,0,34,0,-888888888,359,0,73,420,2099,351,2014,39,24,8,26.30350195,73.69649805,48.71595331,24.98054475,26,-1118,14.99792273,9,4.5,53,17.66666667,1,1,4,7,0.5714285714,5,6,0.8333333333,0,1,0,25,16,12,0,0,1,2.822151225,3.993610224,2.555910543,1.916932907,0.1055966209,0,0,0.1055966209,1.331360947,1.212167006,0.9122324513,2.29944675,0.2030075188,1.277772505,12086,Miami-Dade County,Florida
12086014500,1234,121,1113,581,1950,66058,370500,1947,1201,0,1212,0,0,0,24,9,-888888888,125,8,84,350,2533,222,1628,4,65,0,9.805510535,90.19448947,47.08265802,43.11183144,36,-1101,12.40445512,5,1.666666667,28,9.333333333,3,1.5,3,5,0.6,1,3,0.3333333333,1,4,0.25,12,4,12,2,1,0,1.606425703,2.065404475,0.6884681583,2.065404475,0.1347708895,0.1796945193,0.08984725966,0,1.377410468,0.6899900391,0.9437850277,1.566951567,0.1515151515,0.870734506,12086,Miami-Dade County,Florida
12086014600,2420,1130,1290,871,1598,42241,165600,1206,2318,66,2356,0,0,0,21,15,-888888888,498,36,271,573,3456,707,3679,42,13,0,46.69421488,53.30578512,35.99173554,17.31404959,37,-2218,19.03073286,7,7,31,10.33333333,1,1,0,0,0,7,9,0.7777777778,0,3,0,12,11,8,0,0,1,1.186375813,1.377726751,1.262916188,0.9184845006,0.07751937984,0,0,0.07751937984,0.6194690265,0.5095707148,0.4244527001,0.8662335499,0.4038461538,0.4813546622,12086,Miami-Dade County,Florida
12086014700,2046,789,1257,753,1627,49318,200600,1407,1929,0,1988,26,49,0,15,27,-888888888,272,78,367,546,2789,607,2808,0,210,0,38.56304985,61.43695015,36.80351906,24.63343109,37,-1829,17.85423121,13,4.333333333,48,16,1,1,3,3,1,6,8,0.75,4,12,0.3333333333,25,17,6,1,0,0,2.124833997,3.320053121,2.257636122,0.796812749,0.07955449483,0.07955449483,0,0,0.5492184199,0.9126561473,0.3763178323,1.318633809,0.2131147541,0.7327475733,12086,Miami-Dade County,Florida
12086014800,1874,708,1166,250,1168,35577,55900,1477,1828,27,1828,0,12,0,0,7,-888888888,213,94,148,408,2824,187,2611,10,12,1190,37.78014941,62.21985059,13.34044824,48.87940235,44,-1728,20.91361094,73,24.33333333,19,6.333333333,,,25,37,0.6756756757,24,50,0.48,24,48,0.5,11,6,2,,,,2.533333333,4.4,2.4,0.8,,,,,3.436911488,1.088114292,2.354930268,3.201113431,0.7934782609,1.778816895,12086,Miami-Dade County,Florida
12086014900,1537,211,1326,818,1473,50690,243400,1649,1456,21,1472,0,0,0,15,45,-888888888,222,13,172,529,2899,300,2338,22,50,11,13.72804164,86.27195836,53.22055953,33.05139883,38,-1356,11.26954132,8,2.666666667,48,16,,,4,5,0.8,3,4,0.75,1,2,0.5,16,18,14,,,,1.95599022,1.95599022,2.200488998,1.711491443,,,,,1.263823065,0.8401345708,0.8659563098,1.814058957,0.1428571429,1.008048853,12086,Miami-Dade County,Florida
12086015000,2591,463,2128,1228,1929,81354,353000,2108,2568,13,2513,0,10,0,0,0,-888888888,510,56,171,1039,4389,394,4109,16,84,52,17.86954844,82.13045156,47.39482825,34.73562331,29,-2468,9.880713607,13,4.333333333,69,23,2,2,5,6,0.8333333333,5,9,0.5555555556,3,5,0.6,35,23,11,0,2,0,1.872964169,2.850162866,1.872964169,0.8957654723,0.09398496241,0,0.09398496241,0,0.935925126,0.8044733212,0.6412845998,1.616400552,0.1585365854,0.8982126606,12086,Miami-Dade County,Florida
12086015100,2898,541,2357,1840,2290,99412,368600,2185,2675,14,2562,0,83,0,11,115,-888888888,1459,0,145,876,4916,1948,4770,51,0,0,18.66804693,81.33195307,63.49206349,17.83988958,17,-2575,9.053463349,19,6.333333333,122,40.66666667,2,2,3,7,0.4285714286,12,22,0.5454545455,4,14,0.2857142857,45,45,32,0,2,0,2.210144928,2.445652174,2.445652174,1.739130435,0.08485362749,0,0.08485362749,0,1.170671596,0.9492987956,0.8021300476,1.973960521,0.134751773,1.096904062,12086,Miami-Dade County,Florida
